object name,library name,text,rodata,data,bss,code,flash,ram
quec_virt_func_proto_stack.c.obj,lib\liboql_core_virt_func.a,224,0,0,0,224,224,0
base41.c.obj,lib\libosi_core.a,244,70,0,0,314,314,0
cyphertext.c.obj,lib\libosi_core.a,536,19,0,0,555,555,0
osi_mem.c.obj,lib\libosi_core.a,3374,0,0,69,3374,3374,69
osi_timer.c.obj,lib\libosi_core.a,3444,7,0,56,3451,3451,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1414,0,0,0,1414,1414,0
osi_event_hub.c.obj,lib\libosi_lib.a,780,70,0,0,850,850,0
osi_fifo.c.obj,lib\libosi_lib.a,302,0,0,0,302,302,0
osi_hdlc.c.obj,lib\libosi_lib.a,658,0,0,0,658,658,0
osi_log.c.obj,lib\libosi_lib.a,2152,55,0,85,2207,2207,85
osi_mem_record.c.obj,lib\libosi_lib.a,72,4,0,8196,76,76,8196
osi_mem_recycler.c.obj,lib\libosi_lib.a,128,0,0,0,128,128,0
osi_order_list.c.obj,lib\libosi_lib.a,530,0,0,0,530,530,0
osi_pipe.c.obj,lib\libosi_lib.a,1198,101,0,0,1299,1299,0
osi_trace.c.obj,lib\libosi_lib.a,1396,0,0,197304,1396,1396,197304
osi_vsmap.c.obj,lib\libosi_lib.a,180,0,0,0,180,180,0
osi_work.c.obj,lib\libosi_lib.a,990,18,0,12,1008,1008,12
quec_atc_search.c.obj,lib\libql_at_list.a,292,4444,0,8,4736,4736,8
quec_codec_cfg.c.obj,lib\libql_codec_cfg.a,1264,382,772,0,1646,2418,772
event_groups.c.obj,lib\libql_kernel_cfg.a,536,0,0,0,536,536,0
list.c.obj,lib\libql_kernel_cfg.a,132,0,0,0,132,132,0
osi_freertos.c.obj,lib\libql_kernel_cfg.a,2962,85,0,13108,3047,3047,13108
queue.c.obj,lib\libql_kernel_cfg.a,1958,0,0,0,1958,1958,0
tasks.c.obj,lib\libql_kernel_cfg.a,5082,173,4,1276,5255,5259,1280
timers.c.obj,lib\libql_kernel_cfg.a,802,8,0,220,810,810,220
ql_atcmd_handler.c.obj,lib\libql_open_at.a,168,60,0,0,228,228,0
quec_spi_nor_flash_prop.c.obj,lib\libql_spi4_nor_prop.a,24,0,200,0,24,224,200
antiregl.c.obj,lib\librpc_core_modem_lte_lib.a,1732,313,1,4,2045,2046,5
rpc_aud.c.obj,lib\librpc_core_modem_lte_lib.a,60,0,0,0,60,60,0
rpc_daemon.c.obj,lib\librpc_core_modem_lte_lib.a,1652,67,0,8,1719,1719,8
rpc_dispatch_ap.c.obj,lib\librpc_core_modem_lte_lib.a,136,2421,0,0,2557,2557,0
srv_fs_trace.c.obj,lib\libservice.a,3506,1567,0,20,5073,5073,20
srv_keypad.c.obj,lib\libservice.a,696,0,0,4,696,696,4
srv_pm.c.obj,lib\libservice.a,1526,76,0,5,1602,1602,5
srv_pm_main.c.obj,lib\libservice.a,112,0,0,4,112,112,4
srv_rc26m_calib.c.obj,lib\libservice.a,228,114,0,4,342,342,4
srv_sim_detect.c.obj,lib\libservice.a,812,108,0,48,920,920,48
srv_usb_8850.c.obj,lib\libservice.a,116,0,0,0,116,116,0
srv_wdt.c.obj,lib\libservice.a,176,0,8,0,176,184,8
antiaes.c.obj,lib\libsffs_core.a,12,256,0,0,268,268,0
LzFind.c.obj,lib\libsffs_core.a,3142,0,0,0,3142,3142,0
LzmaEnc.c.obj,lib\libsffs_core.a,9256,192,0,0,9448,9448,0
lzmar.c.obj,lib\libsffs_core.a,274,0,12,0,274,286,12
sffs.c.obj,lib\libsffs_core.a,10858,0,1,0,10858,10859,1
sm4.c.obj,lib\libsffs_core.a,670,384,0,0,1054,1054,0
sha256.c.obj,lib\libsimlock_core.a,7626,0,64,0,7626,7690,64
ql_xlat_clat.c.obj,lib\libxlat.a,5580,197,0,4,5777,5777,4
ql_xlat_dns64.c.obj,lib\libxlat.a,2554,4,0,0,2558,2558,0
api.o,lib\modem_lte_lib.a,1840,16,0,2328,1856,1856,2328
api_capa.o,lib\modem_lte_lib.a,1044,0,0,126,1044,1044,126
api_evt.o,lib\modem_lte_lib.a,2316,10762,0,0,13078,13078,0
api_fsm.o,lib\modem_lte_lib.a,0,651,32,0,651,683,32
api_gene.o,lib\modem_lte_lib.a,2596,33,0,0,2629,2629,0
api_out.o,lib\modem_lte_lib.a,312,0,0,0,312,312,0
api_tran.o,lib\modem_lte_lib.a,18602,82,0,42,18684,18684,42
api_util.o,lib\modem_lte_lib.a,180,0,0,0,180,180,0
asn20mem.o,lib\modem_lte_lib.a,4,0,0,0,4,4,0
eas_pub_dba.o,lib\modem_lte_lib.a,318,0,0,0,318,318,0
eas_pub_osi_wrap.o,lib\modem_lte_lib.a,42,0,0,0,42,42,0
fsm.o,lib\modem_lte_lib.a,1910,0,0,0,1910,1910,0
fsm_2g.o,lib\modem_lte_lib.a,446,27,0,0,473,473,0
hal_cp_ifc.o,lib\modem_lte_lib.a,392,0,0,4,392,392,4
hal_cq_f8.o,lib\modem_lte_lib.a,1102,96,16,28,1198,1214,44
hal_lps_lte1slp.o,lib\modem_lte_lib.a,92,0,0,0,92,92,0
hal_lps_lte2slp.o,lib\modem_lte_lib.a,96,0,0,0,96,96,0
hal_sim.o,lib\modem_lte_lib.a,3684,73,16,144,3757,3773,160
hal_timer.o,lib\modem_lte_lib.a,8,0,0,0,8,8,0
lcr_nas.o,lib\modem_lte_lib.a,188348,1906,671,17788,190254,190925,18459
lte_rco.o,lib\modem_lte_lib.a,2730,611,0,633,3341,3341,633
lte_rrc_wb.o,lib\modem_lte_lib.a,227010,6142,288,659,233152,233440,947
md_ipc_func.o,lib\modem_lte_lib.a,1984,73,16,4248,2057,2073,4264
mssc.o,lib\modem_lte_lib.a,254,16,0,49,270,270,49
mssc_busy.o,lib\modem_lte_lib.a,44,0,0,0,44,44,0
mssc_evt.o,lib\modem_lte_lib.a,128,297,0,0,425,425,0
mssc_fsm.o,lib\modem_lte_lib.a,0,135,16,0,135,151,16
mssc_func.o,lib\modem_lte_lib.a,1340,45,0,0,1385,1385,0
mssc_gene.o,lib\modem_lte_lib.a,204,0,0,0,204,204,0
mssc_idle.o,lib\modem_lte_lib.a,96,0,0,0,96,96,0
mssc_out.o,lib\modem_lte_lib.a,120,4,0,0,124,124,0
nvm_v2.o,lib\modem_lte_lib.a,188,25,0,0,213,213,0
osi_timer_new.o,lib\modem_lte_lib.a,648,0,0,0,648,648,0
pal_imei.o,lib\modem_lte_lib.a,244,36,0,36,280,280,36
pal_sim.o,lib\modem_lte_lib.a,822,49,18,33,871,889,51
ps_data_link.o,lib\modem_lte_lib.a,536,0,0,0,536,536,0
rtos02_ps.o,lib\modem_lte_lib.a,5248,870,0,0,6118,6118,0
sap_main.o,lib\modem_lte_lib.a,390,99,0,8,489,489,8
sap_stack_cust.o,lib\modem_lte_lib.a,8,2,64,132,10,74,196
sap_usr.o,lib\modem_lte_lib.a,124,0,0,0,124,124,0
sim.o,lib\modem_lte_lib.a,1464,299,0,6256,1763,1763,6256
sim_evt.o,lib\modem_lte_lib.a,16,815,0,0,831,831,0
sim_proc.o,lib\modem_lte_lib.a,7740,39,10,5,7779,7789,15
sim_prot.o,lib\modem_lte_lib.a,14208,399,2748,276,14607,17355,3024
sit00.o,lib\modem_lte_lib.a,60,0,0,0,60,60,0
smc_fsm.o,lib\modem_lte_lib.a,0,807,64,0,807,871,64
smc_proc.o,lib\modem_lte_lib.a,6416,0,0,0,6416,6416,0
smc_uti.o,lib\modem_lte_lib.a,424,30,0,0,454,454,0
smr_fsm.o,lib\modem_lte_lib.a,0,608,64,0,608,672,64
smr_proc.o,lib\modem_lte_lib.a,3236,0,0,0,3236,3236,0
smr_uti.o,lib\modem_lte_lib.a,1030,0,0,0,1030,1030,0
sms.o,lib\modem_lte_lib.a,648,16,0,274,664,664,274
sms_evt.o,lib\modem_lte_lib.a,16,1377,0,0,1393,1393,0
sms_out.o,lib\modem_lte_lib.a,524,4,0,0,528,528,0
sms_rout.o,lib\modem_lte_lib.a,1184,0,0,0,1184,1184,0
sxr_mem.o,lib\modem_lte_lib.a,200,0,0,0,200,200,0
sxr_mutx.o,lib\modem_lte_lib.a,448,0,0,0,448,448,0
sxr_queu.o,lib\modem_lte_lib.a,1606,0,0,487,1606,1606,487
sxr_sbx.o,lib\modem_lte_lib.a,752,39,0,0,791,791,0
sxr_tim.o,lib\modem_lte_lib.a,1216,69,0,12,1285,1285,12
sxr_tksd.o,lib\modem_lte_lib.a,168,17,0,0,185,185,0
sxs_io_ap.o,lib\modem_lte_lib.a,56,33,0,0,89,89,0
sxs_mem.o,lib\modem_lte_lib.a,2,0,0,0,2,2,0
sxs_mutx.o,lib\modem_lte_lib.a,222,0,0,76,222,222,76
sxs_sbx.o,lib\modem_lte_lib.a,280,55,0,256,335,335,256
sxs_tim.o,lib\modem_lte_lib.a,44,0,0,320,44,44,320
sxs_tksd.o,lib\modem_lte_lib.a,234,64,0,485,298,298,485
tgl00pub.o,lib\modem_lte_lib.a,192,0,24,12392,192,216,12416
tgl00pub_init_ap.o,lib\modem_lte_lib.a,670,128,0,4,798,798,4
tgl00pub_ps.o,lib\modem_lte_lib.a,2378,743,0,0,3121,3121,0
tgl_ps_var.o,lib\modem_lte_lib.a,0,8,0,1581,8,8,1581
tra15_ap.o,lib\modem_lte_lib.a,122,0,0,0,122,122,0
usim_prot.o,lib\modem_lte_lib.a,2494,0,0,0,2494,2494,0
asm_CVSI_max_abs.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_movDC.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_MOVE_S2L.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_sum.o,lib\cvs.a,0,0,0,0,0,0,0
asm_div32fs.o,lib\cvs.a,0,0,0,0,0,0,0
asm_DUAL_VAD_SUB.o,lib\cvs.a,0,0,0,0,0,0,0
asm_int_log2.o,lib\cvs.a,0,0,0,0,0,0,0
asm_MONO_VAD_SUB.o,lib\cvs.a,0,0,0,0,0,0,0
asm_polar2xy.o,lib\cvs.a,0,0,0,0,0,0,0
asm_syn_windowing.o,lib\cvs.a,0,0,0,0,0,0,0
asm_xy2ap.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_chnDif.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_ErrConv.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_spec_smooth.o,lib\cvs.a,0,0,0,0,0,0,0
asm_ERWDAF.o,lib\cvs.a,0,0,0,0,0,0,0
asm_xy2am.o,lib\cvs.a,0,0,0,0,0,0,0
fft4_last_loop.o,lib\cvs.a,0,0,0,0,0,0,0
fft4_loop.o,lib\cvs.a,0,0,0,0,0,0,0
fft_inv_rec.o,lib\cvs.a,0,0,0,0,0,0,0
fft_inv_win.o,lib\cvs.a,0,0,0,0,0,0,0
fft_last_loop.o,lib\cvs.a,0,0,0,0,0,0,0
ifft4_last_loop.o,lib\cvs.a,0,0,0,0,0,0,0
ifft4_loop.o,lib\cvs.a,0,0,0,0,0,0,0
ifft_inv_rec.o,lib\cvs.a,0,0,0,0,0,0,0
ifft_last_loop.o,lib\cvs.a,0,0,0,0,0,0,0
rfft.o,lib\cvs.a,0,0,0,0,0,0,0
asm_CVSI_max_abs_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_CVSI_movDC_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_CVSI_MOVE_S2L_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_CVSI_sum_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_div32fs_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_int_log2_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_MONO_VAD_SUB_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_polar2xy_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_syn_windowing_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_xy2ap_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
asm_FD_CONV_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
fft4_last_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
fft4_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
fft_inv_rec_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
fft_inv_win_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
fft_last_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
ifft4_last_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
ifft4_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
ifft_inv_rec_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
ifft_last_loop_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
rfft_recd.o,lib\cvsrecd.a,0,0,0,0,0,0,0
CVS_data.o,lib\cvs.a,0,0,26496,640,0,26496,27136
lib_a-environ.o,..\..\components\newlib\newlib-3.1.0\armca5\libc.a,0,0,4,4,0,4,8
CVS_data_recd.o,lib\cvsrecd.a,0,0,36388,0,0,36388,36388
quec_boot_pin_map.c.obj,lib\libboot_ex_ql_pin.a,0,0,248,1,0,248,249
panel_desc.c.obj,lib\liblcdpanel.a,0,0,12,0,0,12,12
ql_freertos_config.c.obj,lib\libql_kernel_cfg.a,0,0,2,0,0,2,2
hal_build_revision.c.obj,lib\libhal.a,0,0,46,0,0,46,46
deltanv.o,lib\modem_lte_lib.a,0,0,0,16,0,0,16
quec_fatfs_mpal.c.obj,..\..\components\ql-kernel\libs\libql_fatfs_ex.a,0,0,0,8,0,0,8
vectors.S.obj,lib\libql_kernel_cfg.a,0,0,0,0,0,0,0
